INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	SMILES	QSAR_READY_SMILES
37027-10-4	CAS-RN	DTXSID90190525	1H-Pyrazolecarboxamide, 5-methyl-N-(2-methylphenyl)-	CC1=CC(=NN1)C(=O)NC1=CC=CC=C1C	CC1=CC(=NN1)C(=O)NC1=CC=CC=C1C
37027-11-5	CAS-RN	DTXSID50190526	1H-Pyrazolecarboxamide, 5-methyl-N-(3-methylphenyl)-	CC1=CC(=NN1)C(=O)NC1=CC=CC(C)=C1	CC1=CC(=NN1)C(=O)NC1=CC=CC(C)=C1
37027-12-6	CAS-RN	DTXSID10958200	5-Methyl-N-(4-methylphenyl)-1H-pyrazole-3-carboximidic acid	CC1=CC(=NN1)C(O)=NC1=CC=C(C)C=C1	CC1=CC(=NN1)C(O)=NC1=CC=C(C)C=C1
37027-56-8	CAS-RN	DTXSID10190527	Decanoic acid, 10-chloro-	OC(=O)CCCCCCCCCCl	OC(=O)CCCCCCCCCCl
37032-15-8	CAS-RN	DTXSID9042419	Sophamide	COCNC(=O)CSP(=S)(OC)OC	COCNC(=O)CSP(=S)(OC)OC
371-40-4	CAS-RN	DTXSID9022027	4-Fluoroaniline	NC1=CC=C(F)C=C1	NC1=CC=C(F)C=C1
371-44-8	CAS-RN	DTXSID80190594	Acetamide, 2-fluoro-N-isobutyl-	CC(C)CNC(=O)CF	CC(C)CNC(=O)CF
371-47-1	CAS-RN	DTXSID5059901	Disodium (2Z)-but-2-enedioate	[Na+].[Na+].[O-]C(=O)\C=C/C([O-])=O	OC(=O)C=CC(O)=O
371-62-0	CAS-RN	DTXSID0059902	2-Fluoroethanol	OCCF	OCCF
3710-30-3	CAS-RN	DTXSID6063147	1,7-Octadiene	C=CCCCCC=C	C=CCCCCC=C
3710-84-7	CAS-RN	DTXSID2027543	N,N-Diethylhydroxylamine	CCN(O)CC	CCN(O)CC
37106-97-1	CAS-RN	DTXSID2048377	Bentiromide	OC(=O)C1=CC=C(NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)C2=CC=CC=C2)C=C1	OC(=O)C1=CC=C(NC(=O)C(CC2=CC=C(O)C=C2)NC(=O)C2=CC=CC=C2)C=C1
37106-99-3	NO_MATCH	-	-	-	-
37128-40-8	NO_MATCH	-	-	-	-
3715-90-0	CAS-RN	DTXSID00958350	N-(5,6,7,8-Tetrahydronaphthalen-1-yl)-4,5-dihydro-1H-imidazol-2-amine--hydrogen chloride (1/1)	Cl.C1CN=C(NC2=CC=CC3=C2CCCC3)N1	C1CN=C(NC2=C3CCCCC3=CC=C2)N1
3717-88-2	CAS-RN	DTXSID1047784	Flavoxate hydrochloride	Cl.CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1	CC1=C(OC2=C(C=CC=C2C1=O)C(=O)OCCN1CCCCC1)C1=CC=CC=C1
37172-05-7	CAS-RN	DTXSID00865853	Cyclohexanol, 1-ethynyl-2-(1-methylpropyl)-, 1-acetate	CCC(C)C1CCCCC1(OC(C)=O)C#C	CCC(C)C1CCCCC1(OC(C)=O)C#C
371756-75-1	CAS-RN	DTXSID00721889	Hexasodium 2,2'-{ethene-1,2-diylbis[(3-sulfonato-4,1-phenylene)azanediyl{6-[bis(2-hydroxypropyl)amino]-1,3,5-triazine-4,2-diyl}azanediyl]}di(benzene-1,4-disulfonate)	[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].CC(O)CN(CC(C)O)C1=NC(NC2=CC(=C(C=CC3=C(C=C(NC4=NC(NC5=C(C=CC(=C5)S([O-])(=O)=O)S([O-])(=O)=O)=NC(=N4)N(CC(C)O)CC(C)O)C=C3)S([O-])(=O)=O)C=C2)S([O-])(=O)=O)=NC(NC2=C(C=CC(=C2)S([O-])(=O)=O)S([O-])(=O)=O)=N1	CC(O)CN(CC(C)O)C1=NC(NC2=CC=C(C=CC3=C(C=C(NC4=NC(=NC(NC5=C(C=CC(=C5)S(O)(=O)=O)S(O)(=O)=O)=N4)N(CC(C)O)CC(C)O)C=C3)S(O)(=O)=O)C(=C2)S(O)(=O)=O)=NC(NC2=CC(=CC=C2S(O)(=O)=O)S(O)(=O)=O)=N1
372-09-8	CAS-RN	DTXSID0027149	Cyanoacetic acid	OC(=O)CC#N	OC(=O)CC#N
372-31-6	CAS-RN	DTXSID5059905	Ethyl 4,4,4-trifluoroacetoacetate	CCOC(=O)CC(=O)C(F)(F)F	CCOC(=O)CC(=O)C(F)(F)F
372-77-0	CAS-RN	DTXSID20190694	Acetic acid, fluoro-, ethylene ester	FCC(=O)OCCOC(=O)CF	FCC(=O)OCCOC(=O)CF
37205-87-1	CAS-RN	DTXSID00872608	Polyethylene glycol isononylphenol ether	-	-
37209-31-7	NO_MATCH	-	-	-	-
3724-65-0	CAS-RN	DTXSID7027544	2-Butenoic acid	CC=CC(O)=O	CC=CC(O)=O
37248-47-8	CAS-RN	DTXSID4058073	Validamycin	OC[C@H]1C[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	OCC1CC(NC2C=C(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
3726-36-1	CAS-RN	DTXSID30958409	1,2,3,5-Tetramethylcyclohexane	CC1CC(C)C(C)C(C)C1	CC1CC(C)C(C)C(C)C1
37280-56-1	CAS-RN	DTXSID8048604	Leucomycin tartrate	OC(C(O)C(O)=O)C(O)=O.CO[C@H]1[C@H](O)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C	COC1C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(C1O)N(C)C
37286-92-3	NO_MATCH	-	-	-	-
37296-80-3	CAS-RN	DTXSID40190737	Colestipol hydrochloride [USAN:USP]	Cl.NCCNCCNCCNCCN	NCCNCCNCCNCCN
3730-54-9	CAS-RN	DTXSID60958432	Ethyl 2-(diethoxyphosphoryl)-3-oxobutanoate	CCOC(=O)C(C(C)=O)P(=O)(OCC)OCC	CCOC(=O)C(C(C)=O)P(=O)(OCC)OCC
3733-63-9	CAS-RN	DTXSID40190777	Decloxizine	OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
3733-84-4	CAS-RN	DTXSID30958444	2-({Ethoxy[(propan-2-yl)oxy]phosphorothioyl}oxy)-1H-isoindole-1,3(2H)-dione	CCOP(=S)(OC(C)C)ON1C(=O)C2=CC=CC=C2C1=O	CCOP(=S)(OC(C)C)ON1C(=O)C2=CC=CC=C2C1=O
37335-68-5	CAS-RN	DTXSID3034323	Onyxide 172	-	-
3734-16-5	CAS-RN	DTXSID00958451	1,2-Dimethyl-3-phenylpyrrolidin-3-yl propanoate--hydrogen chloride (1/1)	Cl.CCC(=O)OC1(CCN(C)C1C)C1=CC=CC=C1	CCC(=O)OC1(CCN(C)C1C)C1=CC=CC=C1
3734-17-6	CAS-RN	DTXSID30863261	Prodilidine	CCC(=O)OC1(CCN(C)C1C)C1=CC=CC=C1	CCC(=O)OC1(CCN(C)C1C)C1=CC=CC=C1
3734-33-6	CAS-RN	DTXSID8034376	Denatonium benzoate	[O-]C(=O)C1=CC=CC=C1.CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1	CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1
3734-92-7	CAS-RN	DTXSID70190785	AI 3-25706	CCOP(=O)(OCC)SCN1C(=O)C2=CC=CC=C2C1=O	CCOP(=O)(OCC)SCN1C(=O)C2=CC=CC=C2C1=O
3734-95-0	CAS-RN	DTXSID5041807	Cyanthoate	CCOP(=O)(OCC)SCC(=O)NC(C)(C)C#N	CCOP(=O)(OCC)SCC(=O)NC(C)(C)C#N
3734-97-2	CAS-RN	DTXSID9041601	Amiton oxalate	OC(=O)C(O)=O.CCOP(=O)(OCC)SCCN(CC)CC	CCOP(=O)(OCC)SCCN(CC)CC
3735-01-1	CAS-RN	DTXSID00190793	Aminoparathion	CCOP(=S)(OCC)OC1=CC=C(N)C=C1	CCOP(=S)(OCC)OC1=CC=C(N)C=C1
3735-23-7	CAS-RN	DTXSID6042153	Methyl phenkapton	COP(=S)(OC)SCSC1=CC(Cl)=CC=C1Cl	COP(=S)(OC)SCSC1=CC(Cl)=CC=C1Cl
3735-33-9	CAS-RN	DTXSID6042286	Phosmetoxon	COP(=O)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O	COP(=O)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O
3735-90-8	CAS-RN	DTXSID80190796	Phencarbamide	CCN(CC)CCSC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1	CCN(CC)CCSC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1
3735-92-0	CAS-RN	DTXSID40190797	Methyl dimethyldithiocarbamate	CSC(=S)N(C)C	CSC(=S)N(C)C
37350-58-6	Deleted CAS-RN	DTXSID2023309	Metoprolol	COCCC1=CC=C(OCC(O)CNC(C)C)C=C1	COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
3736-92-3	CAS-RN	DTXSID90190808	G 25671	O=C1C(CCSC2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1	O=C1C(CCSC2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1
3737-09-5	CAS-RN	DTXSID1045536	Disopyramide	CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C	CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C
3737-22-2	CAS-RN	DTXSID40190813	3,5-Pyridinedicarboxylic acid, diisopropyl ester	CC(C)OC(=O)C1=CC(=CN=C1)C(=O)OC(C)C	CC(C)OC(=O)C1=CC(=CN=C1)C(=O)OC(C)C
3737-41-5	CAS-RN	DTXSID7041461	3,3,4,4-Tetrachlorotetrahydrothiophene 1,1-dioxide	ClC1(Cl)CS(=O)(=O)CC1(Cl)Cl	ClC1(Cl)CS(=O)(=O)CC1(Cl)Cl
3738-00-9	CAS-RN	DTXSID2048119	Ambroxide	CC12CCC3C(C)(C)CCCC3(C)C1CCO2	CC12CCC3C(C)(C)CCCC3(C)C1CCO2
37385-92-5	CAS-RN	DTXSID10190820	2H-Benzimidazol-2-one, 1,3-dihydro-5-chloro-1-methyl-3-phenyl-	CN1C(=O)N(C2=C1C=CC(Cl)=C2)C1=CC=CC=C1	CN1C(=O)N(C2=C1C=CC(Cl)=C2)C1=CC=CC=C1
37389-71-2	CAS-RN	DTXSID50190824	4(3H)-Quinazolinone, 2-(1-methylethyl)-3-(4-pyridinyl)-	CC(C)C1=NC2=CC=CC=C2C(=O)N1C1=CC=NC=C1	CC(C)C1=NC2=CC=CC=C2C(=O)N1C1=CC=NC=C1
3740-92-9	CAS-RN	DTXSID90190843	4,6-Dichloro-2-phenylpyrimidine	ClC1=CC(Cl)=NC(=N1)C1=CC=CC=C1	ClC1=CC(Cl)=NC(=N1)C1=CC=CC=C1
3741-80-8	CAS-RN	DTXSID1041394	2-Benzothiazolesulfenamide, N-(2-benzothiazolylthio)-N-(1,1-dimethylethyl)-	CC(C)(C)N(SC1=NC2=C(S1)C=CC=C2)SC1=NC2=C(S1)C=CC=C2	CC(C)(C)N(SC1=NC2=C(S1)C=CC=C2)SC1=NC2=C(S1)C=CC=C2
37430-50-5	CAS-RN	DTXSID00190879	Carbamic acid, methyl((trichloromethyl)thio)-, 2,3-dihydro-2,2-dimethyl-7-benzofuranyl ester	CN(SC(Cl)(Cl)Cl)C(=O)OC1=CC=CC2=C1OC(C)(C)C2	CN(SC(Cl)(Cl)Cl)C(=O)OC1=CC=CC2=C1OC(C)(C)C2
37441-29-5	CAS-RN	DTXSID20190891	5-Amino-2,4,6-triiodoisophthaloyl dichloride	NC1=C(I)C(C(Cl)=O)=C(I)C(C(Cl)=O)=C1I	NC1=C(I)C(C(Cl)=O)=C(I)C(C(Cl)=O)=C1I
374726-62-2	CAS-RN	DTXSID4058075	Mandipropamid	COC1=C(OCC#C)C=CC(CCNC(=O)C(OCC#C)C2=CC=C(Cl)C=C2)=C1	COC1=C(OCC#C)C=CC(CCNC(=O)C(OCC#C)C2=CC=C(Cl)C=C2)=C1
3748-13-8	CAS-RN	DTXSID7027546	m-Bis(1-methylvinyl)benzene	CC(=C)C1=CC(=CC=C1)C(C)=C	CC(=C)C1=CC(=CC=C1)C(C)=C
375-01-9	CAS-RN	DTXSID4059914	1H,1H-Heptafluorobutanol	OCC(F)(F)C(F)(F)C(F)(F)F	OCC(F)(F)C(F)(F)C(F)(F)F
375-34-8	CAS-RN	DTXSID70190947	Hexafluoro-2,2,3,3-tetrachlorobutane	FC(F)(F)C(Cl)(Cl)C(Cl)(Cl)C(F)(F)F	FC(F)(F)C(Cl)(Cl)C(Cl)(Cl)C(F)(F)F
375-45-1	CAS-RN	DTXSID40339866	1,2,3,4-Tetrachloro-1,1,2,3,4,4-hexafluorobutane	FC(F)(Cl)C(F)(Cl)C(F)(Cl)C(F)(F)Cl	FC(F)(Cl)C(F)(Cl)C(F)(Cl)C(F)(F)Cl
375-73-5	CAS-RN	DTXSID5030030	Perfluorobutanesulfonic acid	OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
37514-30-0	CAS-RN	DTXSID4068034	Cyclododecane, 1-methoxy-1-methyl-	COC1(C)CCCCCCCCCCC1	COC1(C)CCCCCCCCCCC1
3753-18-2	CAS-RN	DTXSID60364039	4,4'-Bis(methoxymethyl)-1,1'-biphenyl	COCC1=CC=C(C=C1)C1=CC=C(COC)C=C1	COCC1=CC=C(C=C1)C1=CC=C(COC)C=C1
37565-83-6	CAS-RN	DTXSID00958633	Ethyl {[methoxy(methylsulfanyl)phosphoryl]sulfanyl}(phenyl)acetate	CCOC(=O)C(SP(=O)(OC)SC)C1=CC=CC=C1	CCOC(=O)C(SP(=O)(OC)SC)C1=CC=CC=C1
37565-85-8	CAS-RN	DTXSID60958634	(Dimethoxyphosphorothioyl)(phenyl)acetic acid	COP(=S)(OC)C(C(O)=O)C1=CC=CC=C1	COP(=S)(OC)C(C(O)=O)C1=CC=CC=C1
37577-24-5	CAS-RN	DTXSID60191009	Levofenfluramine	CCN[C@H](C)CC1=CC(=CC=C1)C(F)(F)F	CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
3758-54-1	CAS-RN	DTXSID9052050	N-(2-Hydroxyethyl)-N,N-dimethyl-3-(octadecanoylamino)propan-1-aminium dihydrogen phosphate	OP(O)([O-])=O.CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCO	CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCO
3759-07-7	NO_MATCH	-	-	-	-
3759-61-3	CAS-RN	DTXSID3063170	Carbonochloridic acid, 1-naphthalenyl ester	ClC(=O)OC1=C2C=CC=CC2=CC=C1	ClC(=O)OC1=C2C=CC=CC2=CC=C1
376-18-1	CAS-RN	DTXSID3059923	1H,1H,9H-Hexadecafluoro-1-nonanol	OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F	OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
376-53-4	CAS-RN	DTXSID30191036	Adiponitrile, perfluoro	FC(F)(C#N)C(F)(F)C(F)(F)C(F)(F)C#N	FC(F)(C#N)C(F)(F)C(F)(F)C(F)(F)C#N
376-72-7	CAS-RN	DTXSID50191038	5H-Octafluoropentanoic acid	OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F	OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F
376-89-6	CAS-RN	DTXSID20191040	Glutaronitrile, perfluoro-	FC(F)(C#N)C(F)(F)C(F)(F)C#N	FC(F)(C#N)C(F)(F)C(F)(F)C#N
376-90-9	CAS-RN	DTXSID3059927	Hexafluoroamylene glycol	OCC(F)(F)C(F)(F)C(F)(F)CO	OCC(F)(F)C(F)(F)C(F)(F)CO
3761-41-9	CAS-RN	DTXSID9058076	Mesulfenfos	COP(=S)(OC)OC1=CC(C)=C(C=C1)S(C)=O	COP(=S)(OC)OC1=CC(C)=C(C=C1)S(C)=O
3761-42-0	CAS-RN	DTXSID6041975	Fenthion sulfone	COP(=S)(OC)OC1=CC(C)=C(C=C1)S(C)(=O)=O	COP(=S)(OC)OC1=CC(C)=C(C=C1)S(C)(=O)=O
3761-53-3	CAS-RN	DTXSID8021228	Ponceau MX	[Na+].[Na+].CC1=CC(C)=C(C=C1)N=NC1=C(O)C(=CC2=C1C=C(C=C2)S([O-])(=O)=O)S([O-])(=O)=O	CC1=CC(C)=C(C=C1)N=NC1=C(O)C(=CC2=CC=C(C=C12)S(O)(=O)=O)S(O)(=O)=O
3763-77-7	CAS-RN	DTXSID80191066	Quinoline, 1,2-dihydro-6-ethoxy-2,2,4-trimethyl-, sulfate (1:1)	OS(O)(=O)=O.CCOC1=CC2=C(NC(C)(C)C=C2C)C=C1	CCOC1=CC2=C(NC(C)(C)C=C2C)C=C1
3765-57-9	CAS-RN	DTXSID70191075	Glenbar	COC(=O)C1=C(Cl)C(Cl)=C(C(=O)SC)C(Cl)=C1Cl	COC(=O)C1=C(Cl)C(Cl)=C(C(=O)SC)C(Cl)=C1Cl
3765-86-4	CAS-RN	DTXSID90191077	Benzimidazole, 5-iodo-2-(trifluoromethyl)-	FC(F)(F)C1=NC2=C(N1)C=C(I)C=C2	FC(F)(F)C1=NC2=C(N1)C=C(I)C=C2
3766-27-6	CAS-RN	DTXSID1041348	2,4-D lithium salt	[Li+].[O-]C(=O)COC1=C(Cl)C=C(Cl)C=C1	OC(=O)COC1=C(Cl)C=C(Cl)C=C1
3766-60-7	CAS-RN	DTXSID5041699	Buturon	CC(C#C)N(C)C(=O)NC1=CC=C(Cl)C=C1	CC(C#C)N(C)C(=O)NC1=CC=C(Cl)C=C1
3766-81-2	CAS-RN	DTXSID4058077	Fenobucarb	CCC(C)C1=CC=CC=C1OC(=O)NC	CCC(C)C1=CC=CC=C1OC(=O)NC
376608-71-8	CAS-RN	DTXSID60433193	(2R)-Hydroxy(phenyl)acetic acid--(1R,2S)-2-(3,4-difluorophenyl)cyclopropan-1-amine (1/1)	O[C@@H](C(O)=O)C1=CC=CC=C1.N[C@@H]1C[C@H]1C1=CC(F)=C(F)C=C1	NC1CC1C1=CC(F)=C(F)C=C1
37661-08-8	CAS-RN	DTXSID0045466	Bacampicillin hydrochloride	Cl.CCOC(=O)OC(C)OC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O	CCOC(=O)OC(C)OC(=O)C1N2C(SC1(C)C)C(NC(=O)C(N)C1=CC=CC=C1)C2=O
37686-84-3	CAS-RN	DTXSID3045809	Terguride	CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](CC3=CNC4=C3C2=CC=C4)N(C)C1	CCN(CC)C(=O)NC1CC2C(CC3=CNC4=CC=CC2=C34)N(C)C1
37693-01-9	CAS-RN	DTXSID5045889	Clofoctol	CC(C)(C)CC(C)(C)C1=CC=C(O)C(CC2=CC=C(Cl)C=C2Cl)=C1	CC(C)(C)CC(C)(C)C1=CC=C(O)C(CC2=CC=C(Cl)C=C2Cl)=C1
3770-97-6	CAS-RN	DTXSID9052052	6-Diazo-5,6-dihydro-5-oxonaphthalene-2-sulphonyl chloride	ClS(=C)(=C)C1=C2C=CC(=[N+]=[N-])C(=O)C2=CC=C1	ClS(=C)(=C)C1=C2C=CC(=[N+]=[N-])C(=O)C2=CC=C1
3771-19-5	CAS-RN	DTXSID8020911	Nafenopin	CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O	CC(C)(OC1=CC=C(C=C1)C1CCCC2=C1C=CC=C2)C(O)=O
37717-82-1	CAS-RN	DTXSID60958755	1-[2-(2,6-Dicarboxy-2,3-dihydropyridin-4(1H)-ylidene)ethylidene]-2-(dihydroxymethylidene)-6-oxo-2,6-dihydro-1H-indol-1-ium-5-olate--sulfuric acid (1/1)	OS(O)(=O)=O.OC(O)=C1C=C2C=C([O-])C(=O)C=C2[N+]1=CC=C1CC(NC(=C1)C(O)=O)C(O)=O	OC(=O)C1C=C2C=C([O-])C(=O)C=C2[N+]1=CC=C1CC(N=C(C1)C(O)=O)C(O)=O
3772-23-4	CAS-RN	DTXSID30191152	2,4-Xylenol, 6,6'-butylidenebis-	CC1=CC(C)=C(O)C(CCCCC2=CC(C)=CC(C)=C2O)=C1	CC1=CC(C)=C(O)C(CCCCC2=CC(C)=CC(C)=C2O)=C1
3772-26-7	CAS-RN	DTXSID2063183	2-Pyrrolidinone, 1-(1-methylethyl)-	CC(C)N1CCCC1=O	CC(C)N1CCCC1=O
3772-48-3	CAS-RN	DTXSID10191155	Phosphorodithioic acid, O,O-diethyl S-(2-((methylcarbamoyl)methylthio)ethyl) ester	CCOP(=S)(OCC)SCCSCC(=O)NC	CCOP(=S)(OCC)SCCSCC(=O)NC
3772-51-8	CAS-RN	DTXSID40958758	O,O,O',O'-Tetraethyl S,S'-[sulfanediylbis(methylene)] bis(phosphorodithioate)	CCOP(=S)(OCC)SCSCSP(=S)(OCC)OCC	CCOP(=S)(OCC)SCSCSP(=S)(OCC)OCC
37728-15-7	CAS-RN	DTXSID60191165	Methanone, (2,3-dihydroxyphenyl)(3,4-dihydroxyphenyl)-	OC1=CC=CC(C(=O)C2=CC(O)=C(O)C=C2)=C1O	OC1=CC=CC(C(=O)C2=CC(O)=C(O)C=C2)=C1O
3773-49-7	CAS-RN	DTXSID6042159	Milneb	CC1NC(C)N(CCN2C(C)NC(C)SC2=S)C(=S)S1	CC1NC(C)N(CCN2C(C)NC(C)SC2=S)C(=S)S1
3775-85-7	CAS-RN	DTXSID50958789	2,2'-[Ethane-1,2-diylbis(oxymethylene)]bis(2-methyloxirane)	CC1(COCCOCC2(C)CO2)CO1	CC1(COCCOCC2(C)CO2)CO1
3775-90-4	CAS-RN	DTXSID6044931	2-(tert-Butylamino)ethyl 2-methylprop-2-enoate	CC(=C)C(=O)OCCNC(C)(C)C	CC(=C)C(=O)OCCNC(C)(C)C
37764-25-3	CAS-RN	DTXSID4027997	Dichlormid	ClC(Cl)C(=O)N(CC=C)CC=C	ClC(Cl)C(=O)N(CC=C)CC=C
3778-73-2	CAS-RN	DTXSID7020760	Ifosfamide	ClCCNP1(=O)OCCCN1CCCl	ClCCNP1(=O)OCCCN1CCCl
3778-76-5	CAS-RN	DTXSID4044664	Todralazine hydrochloride	Cl.CCOC(=O)NNC1=NN=CC2=CC=CC=C12	CCOC(=O)NNC1=NN=CC2=CC=CC=C12
37795-69-0	CAS-RN	DTXSID00191240	2,3-Dihydro-9H-isoxazolo(3,2-b)quinazolin-9-one	O=C1N2OCCC2=NC2=CC=CC=C12	O=C1N2OCCC2=NC2=CC=CC=C12
37795-71-4	CAS-RN	DTXSID80885690	9H-Isoxazolo[3,2-b]quinazolin-9-one, 2,3-dihydro-3-methyl-	CC1CON2C1=NC1=C(C=CC=C1)C2=O	CC1CON2C1=NC1=C(C=CC=C1)C2=O
3781-28-0	CAS-RN	DTXSID50191250	Propyperone	CCC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1	CCC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1
3784-99-4	CAS-RN	DTXSID00958870	1-Ethyl-2,6-bis{2-[4-(pyrrolidin-1-yl)phenyl]ethenyl}pyridin-1-ium iodide	[I-].CC[N+]1=C(C=CC2=CC=C(C=C2)N2CCCC2)C=CC=C1C=CC1=CC=C(C=C1)N1CCCC1	CC[N+]1=C(\C=C\C2=CC=C(C=C2)N2CCCC2)C=CC=C1\C=C\C1=CC=C(C=C1)N1CCCC1
37853-05-7	CAS-RN	DTXSID70191292	5-Isoxazolamine, 3-(2-thienyl)-, monohydrochloride	Cl.NC1=CC(=NO1)C1=CC=CS1	Nc1cc(no1)-c1cccs1
37872-62-1	CAS-RN	DTXSID80191304	4,4'-Diaminodicyclohexylmethane carbonate	OC(O)=O.NC1CCC(CC2CCC(N)CC2)CC1	NC1CCC(CC2CCC(N)CC2)CC1
3789-78-4	NO_MATCH	-	-	-	-
37893-02-0	CAS-RN	DTXSID4058079	Flubenzimine	FC(F)(F)\N=C1/S\C(=N/C2=CC=CC=C2)N(/C/1=N/C(F)(F)F)C1=CC=CC=C1	FC(F)(F)N=C1SC(=NC2=CC=CC=C2)N(C1=NC(F)(F)F)C1=CC=CC=C1
37894-46-5	CAS-RN	DTXSID1073494	2,5,7,10-Tetraoxa-6-silaundecane, 6-(2-chloroethyl)-6-(2-methoxyethoxy)-	COCCO[Si](CCCl)(OCCOC)OCCOC	COCCO[Si](CCCl)(OCCOC)OCCOC
37924-13-3	CAS-RN	DTXSID3042267	Perfluidone	CC1=CC(=CC=C1NS(=O)(=O)C(F)(F)F)S(=O)(=O)C1=CC=CC=C1	CC1=CC(=CC=C1NS(=O)(=O)C(F)(F)F)S(=O)(=O)C1=CC=CC=C1
3794-64-7	CAS-RN	DTXSID70880199	Silver perfluorobutanoate	[Ag+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F	OC(=O)C(F)(F)C(F)(F)C(F)(F)F
3794-83-0	CAS-RN	DTXSID7029663	Tetrasodium etidronate	[Na+].[Na+].[Na+].[Na+].CC(O)(P([O-])([O-])=O)P([O-])([O-])=O	CC(O)(P(O)(O)=O)P(O)(O)=O
37971-36-1	CAS-RN	DTXSID4027999	2-Phosphono-1,2,4-butanetricarboxylic acid	OC(=O)CCC(CC(O)=O)(C(O)=O)P(O)(O)=O	OC(=O)CCC(CC(O)=O)(C(O)=O)P(O)(O)=O
38006-08-5	NO_MATCH	-	-	-	-
38029-10-6	CAS-RN	DTXSID5045120	Pirbuterol hydrochloride	Cl.CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1	CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1
38032-71-2	CAS-RN	DTXSID80958994	(5-Cyclohexyl-2,3-dihydro-1H-inden-1-yl)methanol	OCC1CCC2=C1C=CC(=C2)C1CCCCC1	OCC1CCC2=C1C=CC(=C2)C1CCCCC1
38032-72-3	NO_MATCH	-	-	-	-
38035-28-8	CAS-RN	DTXSID20958998	8-[(Dimethylamino)methyl]-7-methoxy-2,3-dimethyl-4H-1-benzopyran-4-one--hydrogen chloride (1/1)	Cl.COC1=C(CN(C)C)C2=C(C=C1)C(=O)C(C)=C(C)O2	COC1=C(CN(C)C)C2=C(C=C1)C(=O)C(C)=C(C)O2
3804-89-5	CAS-RN	DTXSID7046885	Isoniazid sodium methanesulfonate	[Na+].[O-]S(=O)(=O)CNNC(=O)C1=CC=NC=C1	OS(=O)(=O)CNNC(=O)C1=CC=NC=C1
